seed,algorithm,load,total_joins,accepted,acceptance_rate,stale_rejections,stale_rejection_rate,first_rejection,mean_path_len,mean_bottleneck,flooded
2,pruned,2000.0,9918,7388,0.7449,0,0.0,386,10.658,63.3,5356
2,sp,2000.0,9976,6256,0.6271,0,0.0,386,9.13,68.2,0
3,swp,2000.0,10006,6695,0.6691,0,0.0,778,11.729,77.2,1388
3,pruned,2000.0,10029,6330,0.6312,0,0.0,321,11.08,83.9,1287
3,sp,2000.0,9835,5248,0.5336,0,0.0,321,9.244,89.5,0
4,swp,2000.0,9930,5060,0.5096,0,0.0,343,10.58,52.0,4994
4,pruned,2000.0,10133,4941,0.4876,0,0.0,308,9.955,55.1,4927
4,sp,2000.0,10127,4419,0.4364,0,0.0,308,8.834,56.5,0
5,swp,2000.0,10089,6777,0.6717,0,0.0,661,10.269,63.5,3807
5,pruned,2000.0,10122,6932,0.6848,0,0.0,241,10.161,65.8,4411
5,sp,2000.0,10089,5736,0.5685,0,0.0,241,8.448,87.0,0
6,swp,2000.0,9906,5277,0.5327,0,0.0,539,9.211,63.2,4280
6,pruned,2000.0,10071,5323,0.5285,0,0.0,245,8.653,69.8,4356
6,sp,2000.0,9974,4800,0.4813,0,0.0,245,8.232,71.4,0
7,swp,2000.0,9901,6576,0.6642,0,0.0,619,11.195,46.9,3978
7,pruned,2000.0,10032,6597,0.6576,0,0.0,284,10.722,43.8,4154
7,sp,2000.0,10069,5496,0.5458,0,0.0,284,8.788,63.3,0
8,swp,2000.0,9833,6863,0.698,0,0.0,414,10.747,50.8,4187
8,pruned,2000.0,10106,6882,0.681,0,0.0,356,9.825,56.6,3972
8,sp,2000.0,9960,6125,0.615,0,0.0,356,9.031,65.3,0
9,swp,2000.0,9946,6296,0.633,0,0.0,614,11.051,52.5,4161
9,pruned,2000.0,10049,6116,0.6086,0,0.0,295,10.292,58.9,4336
9,sp,2000.0,10042,5609,0.5586,0,0.0,295,8.736,65.3,0
0,swp,5000.0,24827,11016,0.4437,0,0.0,698,10.04,55.1,7818
0,pruned,5000.0,25197,11160,0.4429,0,0.0,254,9.496,58.8,7765
0,sp,5000.0,24536,9243,0.3767,0,0.0,254,7.733,69.7,0
1,swp,5000.0,24911,8673,0.3482,0,0.0,539,9.29,63.3,7649
1,pruned,5000.0,24745,8603,0.3477,0,0.0,342,8.85,69.4,7535
1,sp,5000.0,25053,7479,0.2985,0,0.0,342,7.616,80.8,0
2,swp,5000.0,25257,12656,0.5011,0,0.0,692,9.616,52.6,9924
2,pruned,5000.0,25023,11947,0.4774,0,0.0,380,9.109,62.3,9273
2,sp,5000.0,25080,10383,0.414,0,0.0,380,7.944,81.3,0
3,swp,5000.0,24771,11247,0.454,0,0.0,661,10.315,67.7,5590
3,pruned,5000.0,25221,11807,0.4681,0,0.0,293,9.89,68.0,5274
3,sp,5000.0,24789,9450,0.3812,0,0.0,293,8.154,94.1,0
4,swp,5000.0,24953,7589,0.3041,0,0.0,395,8.529,68.7,7977
